question,answer
Mục tiêu khi sử dụng Toolkit là gì?,"Mục tiêu khi sử dụng Toolkit là đảm bảo cơ hội tham gia có ý nghĩa của các cộng đồng đa dạng trong CID, tạo ra tiếng nói và vận động mạnh mẽ của cộng đồng về các dự án và chính sách ảnh hưởng đến CID, và thực hiện các dự án theo hướng hỗ trợ mục tiêu và nhu cầu của cộng đồng."
Phần nào của tài liệu này cung cấp một cái nhìn tổng quan chi tiết về quy trình?,Phần 3. Planning Guide
Quy trình này có thể được mô tả như thế nào?,"Quy trình này có thể được mô tả bằng các bước: đưa ra vấn đề và đánh giá, nhóm thảo luận, khám phá những thách thức và cơ hội, đồng thời xác định những điểm thay đổi kế hoạch."
Quý vị muốn biết điều gì trong quy trình này?,Không có thông tin cụ thể về điều gì quý vị muốn biết trong quy trình này.
Quy trình Cộng Đồng CID có những giá trị cốt lõi nào?,"Minh Bạch và Tin Cậy, Cộng Tác và Mục Đích Chung, Hồi tưởng quá khứ để tiến về tương lai, Tập trung cùng nhau làm việc vì lợi ích chung."
Giá trị Minh Bạch và Tin Cậy của Quy Trình Cộng Đồng CID bao gồm những gì?,"Rõ ràng và công khai về quy trình cũng như việc ra quyết định, Báo cáo lại cách dữ liệu nhận được và ý kiến góp ý đã được sử dụng hoặc cung cấp thông tin về công việc."
Mục tiêu chung của Quy Trình Cộng Đồng CID là gì?,Tập trung cùng nhau làm việc vì lợi ích chung.
Quy trình của CID phản ánh các giá trị cốt lõi như thế nào?,"Quy trình của CID có thể phản ánh các giá trị cốt lõi của khu, bao gồm đầu tư vào việc xây dựng năng lực và kiến thức cộng đồng, đảm bảo hỗ trợ ngôn ngữ chất lượng cao và quý trọng thời gian của các thành viên trong cộng đồng."
Cộng đồng sẽ mang đến tiếng nói và sự ủng hộ mạnh mẽ cho những gì?,Các dự án và chính sách bên ngoài.
Chúng tôi ủng hộ các quy trình gì?,các quy trình cân bằng và thúc đẩy việc lập kế hoạch cũng như thiết kế công tốt
Bạn xây dựng mối quan hệ với ai?,Nhân viên của các doanh nghiệp trong khu
Các chủ đề phổ biến nào đang tồn tại?,Di sản trong quá khứ làm tổn hại đến cộng đồng do các dự án và chính sách công gây ra vẫn đang tồn tại cho đến ngày nay và mối quan ngại lớn về việc di dời cư dân và doanh nghiệp trong Khu Phố Tàu-Quốc Tế (CID)
Ai phụ trách tổ chức sự kiện?,"Đội ngũ nhân viên của Sound Transit cùng các cơ quan đối tác, cố vấn, Nhân Viên Kết Nối Cộng Đồng và thông dịch viên tiếng Quảng Đông và Quan Thoại"
Những người tham gia hội thảo được mời chia sẻ về điều gì?,Cách quy trình này phản ánh các giá trị cốt lõi và hỗ trợ các mục tiêu của khu phố
Quy trình tương tác này có thể phản ánh các giá trị cốt lõi của khu phố như thế nào?,Quy trình tương tác này có thể phản ánh các giá trị cốt lõi của khu phố thông qua việc áp dụng Bộ Công Cụ Tương Tác CID và các giá trị cốt lõi của khu phố được bao gồm trong bộ công cụ này.
Bộ Công Cụ Tương Tác CID có vai trò gì trong quy trình tương tác?,Bộ Công Cụ Tương Tác CID được áp dụng để phục vụ dự án.
Khi nào thì tôi sẽ hiểu được những tác động tiềm ẩn của từng phương án?,Khi đi vào hoạt động trong quy trình sắp tới.
Mối quan ngại của nhân viên về dự án xây dựng là gì?,Mối quan ngại về thời gian thi công và tác động của công trình xây dựng
Nhân viên có đề xuất gì để giảm thiểu tác động của dự án?,Kiến nghị để xem xét các phương pháp thi công khác nhau
Mối quan tâm của nhân viên về dịch vụ phương tiện công cộng là gì?,Mối quan tâm về việc khám phá cách di dời dịch vụ phương tiện công cộng trong quá trình xây dựng
Thế nào là ưu tiên khi tuyển dụng?,Ưu tiên kinh nghiệm lái xe lâu năm và khả năng tiếp cận khu phố.
Mối quan ngại của nhân viên về việc xây dựng CID?,Mối quan ngại về nhà ở giá cả phải chăng và cách trạm đường sắt nhẹ mới có thể góp phần làm tăng giá trị bất động sản trong CID.
Mong muốn của nhân viên về việc xây dựng CID?,Mong muốn đơn giản hóa việc trung chuyển sang các phương tiện giao thông khác cũng như cải thiện mức độ an toàn cho người đi bộ và đường phố xung quanh bất kỳ trạm nào trong tương lai.
"Lý do nhân viên muốn giảm thiểu tiếng ồn, độ rung lắc và giao thông/cấm đường?",Để tránh tác động đến hoạt động kinh doanh.
Quy trình nào được sử dụng để yêu cầu EAC xem xét lại Quyết Định của Cơ Quan?,"Một tiến trình chính thức, theo đó, EAC được yêu cầu xem xét lại Quyết Định của Cơ Quan."
Tên gọi khác của quy trình kiểm tra?,Audit Trail (Quy Trình Kiểm Tra)
Quy trình kiểm tra cho máy ghi trực tiếp là gì?,Audit Trail for Direct-Recording Equipment
Quy trình lập lại lá phiếu được quy định như thế nào?,"Quy trình lập lại lá phiếu thường được thực hiện theo tiến trình được quy định, theo đó phiếu bầu từ những lá phiếu bị hỏng hoặc không phù hợp được sao chép vào lá phiếu mới."
Certificate của Nhân Viên Lưu Hành được xác nhận như thế nào?,Bằng tuyên thệ hoặc xác nhận
Giải thích về Computer Judge?,Là Nhân Viên Máy Điện Toán.
PKI là gì?,"PKI là một tập hợp các vai trò, chính sách và thủ tục cần thiết để tạo, quản lý, phân phối, sử dụng, lưu trữ và thu hồi chứng nhận kỹ thuật số và quản lý mã hóa khóa công khai."
PKI là gì?,"PKI là một tập hợp nhiều chức năng, chính sách và thể thức cần thiết để tạo lập, quản lý, phân phối, sử dụng, lưu trữ và thu hồi chứng chỉ kỹ thuật số và quản lý mã hóa khóa công khai."
Cử tri quyết định về những gì trong Dân Chủ Trực Tiếp?,"sáng kiến về chính sách, sáng kiến, dự luật và qua trưng cầu dân ý"
IDS là gì?,"IDS là một ứng dụng cho vật liệu hoặc nhu liệu để phát hiện và báo cáo vi phạm an ninh đáng ngờ, vi phạm chính sách hoặc xâm phạm nào khác có thể ảnh hưởng xấu đến hệ thống."
IDS có thể phát hiện những gì?,"IDS có thể phát hiện và báo cáo vi phạm an ninh đáng ngờ, vi phạm chính sách hoặc xâm phạm nào khác có thể ảnh hưởng xấu đến hệ thống."
IDS có thể ảnh hưởng xấu đến hệ thống như thế nào?,"IDS có thể ảnh hưởng xấu đến hệ thống nếu có vi phạm an ninh đáng ngờ, vi phạm chính sách hoặc xâm phạm nào khác."
Giải thích về Legal Holiday?,Ngày nghỉ lễ theo luật định và thường là ngày không làm việc trong năm.
