question,answer
Mức phí thuốc có thể thay đổi vào thời điểm nào?,Bất kỳ lúc nào trong năm
Mức phí thuốc sẽ phụ thuộc vào bậc nào?,Bậc được gán cho thuốc của quý vị
"Nếu tôi nhận được Extra Help, tôi phải trả bao nhiêu cho các loại thuốc được chi trả trong Phần D?",Không phải trả đồng thanh toán hoặc đồng bảo hiểm
Tôi có thể tìm hiểu chi phí cụ thể của chương trình thuốc Medicare và Chương trình Medicare Advantage ở đâu?,Truy cập Medicare.gov/plan-compare
"Nếu tôi nhận được Extra Help, tôi sẽ không phải trả bao nhiêu cho các chi phí Phần D?",Một số trong các chi phí Phần D
Tôi muốn biết thêm chi tiết về chương trình nào?,Chương trình mà quý vị quan tâm
"Tôi cần hỗ trợ so sánh các chi phí của chương trình, làm thế nào?",Hãy gọi cho Chương trình Hỗ trợ Bảo hiểm Y tế Tiểu bang (SHIP) của quý vị
"Tôi muốn tìm số điện thoại của chương trình SHIP tại địa phương của mình, ở đâu?",Xem trang 114–117 để biết số điện thoại của chương trình SHIP tại địa phương của quý vị
Lựa chọn thanh toán chi phí thuốc như thế nào?,Phân bổ trong suốt một năm dương lịch (Tháng Một-Tháng Mười Hai)
Tôi có thể tham gia Kế hoạch Thanh toán theo toa của Medicare không?,"Có, tham gia là tự nguyện."
Tôi có mất phí khi tham gia Kế hoạch Thanh toán theo toa của Medicare không?,"Không, không mất phí."
Tôi cần làm gì để biết thêm thông tin về Kế hoạch Thanh toán theo toa của Medicare?,Liên hệ với chương trình của quý vị hoặc truy cập Medicare.gov/prescription-payment-plan.
Tiền phạt ghi danh trễ của bảo hiểm thuốc Medicare (Phần D) là gì?,Tiền phạt ghi danh trễ là số tiền được thêm vĩnh viễn vào phí bảo hiểm mà quý vị phải trả cho bảo hiểm thuốc Medicare.
Lựa chọn thanh toán nào có thể không tốt nhất cho quý vị?,Tùy chọn thanh toán này có thể không phải là lựa chọn tốt nhất cho quý vị nếu quý vị nhận được hoặc đủ điều kiện nhận Extra Help từ Medicare.
Khi nào tôi phải trả tiền phạt ghi danh trễ?,Sau khi Thời hạn Ghi danh Ban đầu của tôi kết thúc và có một khoảng thời gian từ 63 ngày trở lên liên tiếp mà tôi không có bảo hiểm thuốc Medicare hoặc bảo hiểm thuốc kê toa có uy tín khác.
Tôi phải trả tiền phạt như thế nào?,Tôi thường sẽ phải trả tiền phạt như một phần của phí bảo hiểm hàng tháng cho đến khi tôi có bảo hiểm thuốc Medicare.
Tôi có thể tránh được tiền phạt ghi danh trễ không?,"Không, vì tôi phải ghi danh vào bất kỳ lúc nào sau khi Thời hạn Ghi danh Ban đầu của tôi kết thúc và có một khoảng thời gian từ 63 ngày trở lên liên tiếp mà tôi không có bảo hiểm thuốc Medicare hoặc bảo hiểm thuốc kê toa có uy tín khác."
Tôi nên tham gia chương trình thuốc Medicare riêng hay Chương trình Medicare Advantage?,Quý vị nên tham gia chương trình đáp ứng nhu cầu của mình
Tôi phải đóng phí bảo hiểm hay được miễn phí?,phải đóng một khoản nhỏ phí bảo hiểm hoặc được miễn phí
Tôi có thể thêm bảo hiểm thuốc Medicare (Phần D) nếu?,mất bảo hiểm đáng tin cậy khác
Bảo hiểm thuốc kê toa có uy tín có thể bao gồm thuốc từ đâu?,"chủ lao động hiện tại hoặc trước đây, công đoàn, TRICARE, Dịch vụ Y tế Ấn Độ (IHS), hoặc Bộ Cựu chiến binh (VA)"
Medicare của tôi có phải là bảo hiểm có uy tín không?,Không có thông tin cụ thể về tính uy tín của Medicare trong đoạn văn bản.
"Nếu tôi không có bảo hiểm thuốc Medicare hoặc bảo hiểm thuốc kê toa có uy tín khác trong 63 ngày liên tiếp, tôi có thể sẽ phải trả tiền phạt nếu đăng ký bảo hiểm thuốc Medicare sau đó không?","Có, nếu quý vị không có bảo hiểm thuốc Medicare hoặc bảo hiểm thuốc kê toa có uy tín khác trong 63 ngày liên tiếp, thì quý vị có thể sẽ phải trả tiền phạt nếu đăng ký bảo hiểm thuốc Medicare sau đó."
Tôi cần phải giữ hồ sơ gì để tránh tiền phạt khi đăng ký bảo hiểm thuốc Medicare?,Hồ sơ cho biết thời điểm quý vị có bảo hiểm thuốc kê toa có uy tín.
Tôi sẽ phải trả thêm bao nhiêu tiền nếu bị phạt ghi danh trễ?,Khoản tiền phạt ghi danh trễ tùy thuộc vào thời gian quý vị không có bảo hiểm thuốc kê toa có uy tín.
Chi phí cho khoản phạt ghi danh trễ được tính như thế nào?,Chi phí cho khoản phạt ghi danh trễ được tính bằng cách nhân 1% “phí bảo hiểm cơ sở của người thụ hưởng quốc gia” ($36.78 vào năm 2025) nhân với số tháng đầy đủ.
Tôi sẽ phải trả tiền phạt đến khi nào?,Quý vị có thể phải trả tiền phạt đến chừng nào quý vị còn có bảo hiểm thuốc Medicare.
Ai đủ điều kiện nhận đài thọ nhưng không có bảo hiểm thuốc Medicare?,Quý vị đủ điều kiện nhưng không có bảo hiểm thuốc Medicare (Phần D) và không có bảo hiểm thuốc theo toa đáng tin cậy khác.
Phí bảo hiểm cơ bản toàn quốc của người thụ hưởng có thể thay đổi như thế nào?,Có thể tăng hoặc giảm mỗi năm
Tôi có nợ tiền phạt khi tham gia chương trình Medicare không?,"Không rõ, chương trình sẽ cho biết liệu quý vị có nợ tiền phạt hay không."
Phí bảo hiểm của tôi sẽ là bao nhiêu khi tham gia chương trình Medicare?,"Phí bảo hiểm của quý vị sẽ là bao nhiêu, chương trình sẽ cho biết."
Tôi có thể tham gia chương trình Phần D trước khi tham gia chương trình Medicare không?,"Có, nhưng phải trước ngày 31 Tháng Bảy, 2021."
Số tiền phạt ghi danh trễ hàng tháng của bà Martinez cho năm 2024 là bao nhiêu?,Số tiền phạt ghi danh trễ hàng tháng của bà Martinez cho năm 2024 là $10.10
Phí bảo hiểm cơ bản của người thụ hưởng năm 2024 là bao nhiêu?,Phí bảo hiểm cơ bản của người thụ hưởng năm 2024 là $34.70
Nếu tôi không đồng ý với khoản tiền phạt ghi danh trễ thì sao?,"Bảo hiểm thuốc của quý vị sẽ gửi cho quý vị thư thông báo rằng quý vị sẽ phải trả tiền phạt ghi danh trễ. Nếu quý vị không đồng ý với khoản tiền phạt đó, quý vị có thể yêu cầu xem xét lại"
Làm thế nào để tính số tiền phạt ghi danh trễ?,29% phạt × $36.78 (phí bảo hiểm cơ bản của người thụ hưởng năm 2025) = $10.66 được làm tròn đến $0.10 gần nhất
Tôi cần phải làm gì để yêu cầu xem xét lại quyết định?,Tôi cần điền vào mẫu đơn yêu cầu xem xét lại mà tôi nhận được cùng với thư theo ngày được ghi trong thư.
Tôi có thể cung cấp bằng chứng gì để chứng minh trường hợp của mình?,Tôi có thể cung cấp thông tin về bảo hiểm thuốc kê toa có uy tín.
Những loại thuốc nào sẽ được đài thọ?,Tất cả các chương trình phải đài thọ cho nhiều loại thuốc kê toa mà những người có Medicare.
Các loại thuốc nào được bảo vệ?,"Các loại thuốc thuộc một số “nhóm được bảo vệ” nhất định, như thuốc điều trị ung thư, HIV/AID, trầm cảm, loạn thần, động kinh, hoặc để ngăn ngừa thải ghép nội tạng."
Thông tin về danh sách các loại thuốc được đài thọ của một chương trình ở đâu?,Thông tin về danh sách các loại thuốc được đài thọ của một chương trình không có trong cuốn sổ tay này.
Làm thế nào để biết danh mục thuốc của một chương trình?,"Trước khi tham gia một chương trình, hãy đảm bảo quý vị xem xét kỹ danh mục thuốc."
Chương trình có thể thay đổi danh sách thuốc trong năm vì lý do gì?,"Liệu pháp điều trị bằng thuốc thay đổi, thuốc mới được phát hành hoặc có thông tin y tế mới."
Chương trình có thể tăng giá cho loại thuốc gì?,Loại thuốc biệt dược hoặc thuốc gốc khi nhà sản xuất tăng giá.
Làm thế nào đồng thanh toán hoặc đồng bảo hiểm của tôi có thể thay đổi?,Đồng thanh toán hoặc đồng bảo hiểm của quý vị có thể tăng khi chương trình bắt đầu để cung cấp phiên bản thuốc gốc của thuốc biệt dược hoặc phiên bản thuốc sinh học tương tự của sản phẩm sinh học gốc.
Tôi có thể tiếp tục dùng thuốc biệt dược hoặc sản phẩm sinh học gốc không?,Quý vị vẫn tiếp tục dùng thuốc biệt dược hoặc sản phẩm sinh học gốc.
Một chương trình có thể đài thọ thuốc cho tình trạng sức khỏe này nhưng không đài thọ cho tình trạng sức khỏe khác?,"Có, trong vài trường hợp, một chương trình có thể đài thọ một loại thuốc cho tình trạng sức khỏe này nhưng không đài thọ cho tình trạng sức khỏe khác."
Medicare Phần B đài thọ cho bao nhiêu thuốc kê toa cho bệnh nhân ngoại trú?,Một số lượng hạn chế thuốc kê toa
Bảo hiểm thuốc Medicare (Phần D) đài thọ cho loại thuốc nào?,"Các loại thuốc, như buprenorphine, để điều trị Rối loạn Sử dụng Opioid"
Điều gì xảy ra nếu thuốc của tôi ở bậc cao hơn?,"Nếu thuốc của quý vị ở bậc cao hơn và người kê toa cho quý vị (bác sĩ hoặc nhà cung cấp dịch vụ chăm sóc sức khỏe khác được phép kê toa hợp pháp) cho rằng quý vị cần thuốc ở bậc cao hơn, thì chi phí của thuốc sẽ cao hơn."
Thuốc ở bậc thấp hơn có chi phí như thế nào so với thuốc ở bậc cao hơn?,Thuốc ở bậc thấp hơn thường sẽ có chi phí ít hơn so với thuốc ở bậc cao hơn.
Tại sao có bậc khác nhau trong danh mục thuốc?,Phần D thường phân loại thuốc theo các mức độ khác nhau gọi là “bậc” trong danh mục thuốc.
Tôi có thể đề nghị chương trình của mình đưa ra trường hợp ngoại lệ để có thể trả đồng bảo hiểm hoặc đồng thanh toán thấp hơn cho thuốc ở bậc cao hơn không?,"Có, quý vị hoặc người kê toa cho quý vị có thể đề nghị chương trình của quý vị đưa ra trường hợp ngoại lệ."
Tôi cần tìm thông tin về các trường hợp ngoại lệ ở đâu?,Xem trang 100 để biết thêm thông tin về các trường hợp ngoại lệ.
Làm thế nào để biết danh mục thuốc hiện tại của chương trình?,Liên hệ với chương trình hoặc truy cập vào trang web của chương trình
Tôi có thể tìm hiểu danh mục thuốc của chương trình của mình ở đâu?,Truy cập vào trang web Medicare.gov/plan-compare hoặc Medicare.gov/plan-compare
Tôi có thể liên hệ với chương trình bằng cách nào nếu tôi có thắc mắc hoặc phát hiện sai sót?,Liên hệ với chương trình thông qua thông báo 'Giải thích về Quyền lợi' hoặc gọi trực tiếp
Tôi cần làm gì nếu nghi ngờ có gian lận?,Gọi cho Medicare Drug Integrity Contractor theo số 1‑877‑7SAFERX (1‑877‑772‑3379)
Tôi có thể mua được loại thuốc nào mà không cần liên hệ với chương trình?,Không có thông tin cụ thể về loại thuốc nào không cần liên hệ với chương trình
Tôi cần liên hệ với chương trình trước khi mua loại thuốc nào?,"Một số loại thuốc nhất định, nhưng thông tin cụ thể không được đề cập trong đoạn văn bản"
Tôi cần làm gì để biết thuốc được phê duyệt để điều trị bệnh lý y khoa khác?,Liên hệ với chương trình của quý vị hoặc truy cập trang web của chương trình đó để tìm những yêu cầu về giấy cho phép trước.
Tôi có thể nhận được bao nhiêu thuốc tại một thời điểm?,Giới hạn về lượng thuốc mà quý vị có thể nhận được tại một thời điểm.
Tôi cần thử dùng thuốc nào trước khi chương trình đài thọ?,"Một hoặc nhiều loại thuốc tương tự, có chi phí thấp hơn trước khi chương trình đài thọ cho loại thuốc được kê toa."
"Trước khi cấp đơn thuốc, nhà thuốc sẽ thực hiện các kiểm tra an toàn nào?","Kiểm tra an toàn định kỳ, như kiểm tra liều lượng không chính xác hoặc tương tác với các loại thuốc khác mà quý vị đang dùng."
Các biện pháp kiểm tra opioid an toàn bao gồm việc kiểm tra gì?,"Kiểm tra lượng thuốc giảm đau opioid không an toàn có thể xảy ra, giới hạn số ngày cung cấp thuốc kê toa opioid lần đầu."
Ai sẽ thực hiện các kiểm tra an toàn định kỳ tại nhà thuốc?,Chương trình thuốc và dược sĩ của quý vị sẽ thực hiện các kiểm tra an toàn định kỳ.
Các nguy cơ khi sử dụng opioid có thể gia tăng khi dùng cùng với loại thuốc nào?,"benzodiazepin, thuốc chống động kinh"
Các thuốc giảm đau opioid có thể gây ra tác dụng phụ nào?,"phụ thuộc thuốc, quá liều, và tử vong"
Tôi có thể sử dụng thuốc giãn cơ như gabapentin một cách an toàn?,"Không có thông tin cụ thể về việc sử dụng thuốc giãn cơ như gabapentin trong đoạn văn bản, nhưng đoạn văn bản khuyên bạn nên hỏi bác sĩ hoặc dược sĩ về các nguy cơ hoặc tác dụng phụ."
Chương trình Quản Lý Thuốc có bảo hiểm thuốc opioid và benzodiazepin?,"Có, chương trình bảo hiểm sức khỏe Medicare có bảo hiểm thuốc có Chương Trình Quản Lý Thuốc để giúp sử dụng thuốc theo toa một cách an toàn, bao gồm cả thuốc opioid và benzodiazepin."
Tôi nên hỏi ai về các nguy cơ hoặc tác dụng phụ của thuốc?,Bạn nên hỏi bác sĩ hoặc dược sĩ của mình về các nguy cơ hoặc tác dụng phụ của thuốc.
Tôi có thể sử dụng opioid không an toàn?,"Có thể không an toàn, chẳng hạn như do nhận đơn thuốc opioid từ nhiều bác sĩ hoặc hiệu thuốc, hoặc nếu gần đây tôi đã dùng quá liều opioid."
Chương trình sẽ làm gì nếu tôi đang sử dụng opioid?,Chương trình sẽ liên hệ với các bác sĩ đã kê thuốc cho tôi để đảm bảo rằng tôi cần những loại thuốc này và đang sử dụng chúng theo đúng chỉ định.
"Nếu chương trình quyết định rằng việc sử dụng các loại thuốc opioid và benzodiazepine kê toa của tôi có thể không an toàn, thì chương trình sẽ làm gì?",Chương trình sẽ gửi trước cho tôi một lá thư.
Lá thư mà chương trình gửi cho tôi sẽ chứa thông tin gì?,"Lá thư sẽ cho tôi biết liệu chương trình có thể giới hạn bảo hiểm đối với những loại thuốc này cho tôi hay không, hoặc liệu tôi có bắt buộc chỉ được nhận kê toa cho những loại thuốc nào."
Chương trình sẽ giới hạn bảo hiểm đối với những loại thuốc opioid và benzodiazepine kê toa của tôi như thế nào?,"Chương trình sẽ giới hạn bảo hiểm đối với những loại thuốc này cho tôi, hoặc chỉ cho tôi nhận kê toa cho những loại thuốc nào."
Tôi có thể mua thuốc này ở đâu?,Quý vị có thể mua thuốc này từ một bác sĩ hoặc nhà thuốc mà quý vị chọn.
"Nếu tôi không đồng ý với quyết định của chương trình, tôi có thể làm gì?",Quý vị và bác sĩ của mình có quyền khiếu nại những quy định hạn chế này nếu quý vị không đồng ý với quyết định của chương trình.
"Tôi mắc bệnh ung thư, có được sử dụng thuốc này không?",Các đánh giá an toàn opioid tại nhà thuốc và các Chương trình Quản lý Thuốc thường sẽ không được áp dụng nếu quý vị mắc bệnh ung thư hoặc bệnh tế bào hình liềm.
Tôi có thể yêu cầu xem xét trường hợp ngoại lệ nếu tôi đang nhận dịch vụ chăm sóc giảm nhẹ?,"Không, yêu cầu xem xét trường hợp ngoại lệ chỉ áp dụng nếu quý vị hoặc người kê toa cho quý vị cho rằng chương trình của quý vị nên miễn trừ một trong những quy tắc bảo hiểm khác."
Tôi có thể được kê toa opioid nếu tôi đang trong cơ sở chăm sóc cuối đời?,Không có thông tin nào trong đoạn văn bản cho biết việc kê toa opioid bị hạn chế ở những người đang trong cơ sở chăm sóc cuối đời.
Tôi có thể yêu cầu xem xét trường hợp ngoại lệ nếu tôi đang sống trong một cơ sở chăm sóc dài hạn?,"Không, yêu cầu xem xét trường hợp ngoại lệ chỉ áp dụng nếu quý vị hoặc người kê toa cho quý vị cho rằng chương trình của quý vị nên miễn trừ một trong những quy tắc bảo hiểm khác."
Liệu sử dụng opioid có thể gây ra những nguy cơ sức khỏe nghiêm trọng không?,"Có, nếu sử dụng không đúng cách."
Thuốc naloxone có được đài thọ bởi Medicare không?,"Có, nhưng quý vị cần nói chuyện với bác sĩ về việc sử dụng naloxone tại nhà."
Liệu lượng và tần suất sử dụng opioid nên được thảo luận với bác sĩ không?,"Có, để đảm bảo sử dụng an toàn."
Tôi có thể quyết định không dùng toàn bộ thuốc kê toa của mình không?,"Có, bạn có thể quyết định sau đó rằng mình không cần dùng toàn bộ thuốc kê toa của mình."
Tôi có thể nói chuyện với bác sĩ về các lựa chọn điều trị khác không?,"Có, bạn có thể nói chuyện với bác sĩ về các lựa chọn khác mà Medicare đài thọ để điều trị cho tình trạng đau của mình."
Tôi cần phải cho bác sĩ biết về tiền sử trầm cảm và lạm dụng chất kích thích không?,"Có, bạn cần phải cho bác sĩ biết nếu bạn có tiền sử trầm cảm, lạm dụng chất kích thích, sang chấn."
Tôi có thể sử dụng opioid khi đang gặp vấn đề về sức khỏe?,"Không, thời thơ ấu hoặc các vấn đề về sức khỏe và/hoặc vấn đề cá nhân khác có thể khiến việc sử dụng opioid trở nên nguy hiểm hơn cho quý vị."
Tôi có thể dùng nhiều opioid hơn so với lượng được chỉ định?,Không bao giờ dùng nhiều opioid hơn so với lượng được chỉ định.
Tôi nên làm gì với thuốc opioid không còn sử dụng?,Hãy cất trữ và hủy bỏ một cách an toàn các thuốc opioid kê toa không còn sử dụng thông qua chương trình thu hồi thuốc trong cộng đồng hoặc chương trình gửi lại thuốc của nhà thuốc.
Tôi có thể mua thuốc kê toa tự động qua đường bưu điện không?,"Có, các chương trình thuốc Medicare có thể cung cấp chương trình tự động giao thuốc."
Tôi cần liên hệ với ai để biết thêm thông tin về việc kiểm soát đau và sử dụng opioid?,Hãy truy cập Medicare.gov/coverage/pain-management hoặc gọi 1-800-MEDICARE (1-800-633-4227).
Tôi có thể gọi điện thoại để liên hệ với chương trình thuốc Medicare không?,"Có, bạn có thể gọi 1-800-MEDICARE (1-800-633-4227) hoặc 1-877-486-2048 nếu bạn sử dụng TTY."
Các chương trình có bảo hiểm thuốc Medicare (Phần D) phải cung cấp dịch vụ gì?,Các dịch vụ Quản lý Liệu pháp Thuốc
Các dịch vụ Quản lý Liệu pháp Thuốc giúp quý vị làm gì?,Hỗ trợ quý vị hiểu cách quản lý và sử dụng thuốc an toàn
Dịch vụ Quản lý Liệu pháp Thuốc bao gồm những gì?,Một cuộc trao đổi với dược sĩ hoặc nhà cung cấp dịch vụ chăm sóc sức khỏe để xem xét các loại thuốc của quý vị.
Phần D đài thọ cho loại thuốc nào?,"Phần D đài thọ cho insulin, bao gồm insulin được sử dụng với cả bơm insulin dùng một lần."
Tôi cần liên hệ với chương trình nào để biết thông tin chi tiết?,Liên hệ với chương trình của quý vị để biết thông tin chi tiết và tìm hiểu xem quý vị có đủ điều kiện không
Phần D đài thọ cho những vật tư y khoa nào?,"Phần D đài thọ cho các vật tư y khoa như ống tiêm, miếng gạc tẩm cồn, băng gạc để tiêm insulin."
Có giới hạn về chi phí đối với sản phẩm được phần D đài thọ insulin?,"Có, các chương trình không thể tính phí quý vị nhiều hơn $35 đối với lượng tiếp liệu đủ dùng trong một tháng."
Quý vị phải trả khoản khấu trừ cho insulin được phần D đài thọ?,"Không, quý vị không phải trả khoản khấu trừ cho insulin được phần D đài thọ."
Tôi có đủ điều kiện nhận Extra Help không?,"Có, nếu quý vị có Medicare và Medicaid."
Tôi có thể chi trả cho Extra Help trong trường hợp nào?,Trong một số trường hợp nhất định.
Tôi có thể sử dụng bảo hiểm chủ lao động hoặc công đoàn để chi trả cho Extra Help không?,"Có, nếu quý vị có bảo hiểm chủ lao động hoặc công đoàn hiện tại hoặc trước đây."
Liệu Medicare sẽ thanh toán trước khi thanh toán các bảo hiểm khác?,"Có, Medicare có các quy tắc về việc thanh toán trước"
Ai sẽ thông báo cho tôi về việc bảo hiểm thuốc của mình?,Chủ lao động hoặc công đoàn của tôi sẽ thông báo hàng năm
Việc nhận bảo hiểm thuốc Medicare có thể khiến tôi mất bảo hiểm gì?,Bảo hiểm thuốc dựa vào việc làm hiện tại hoặc trước đây của mình
Tôi cần phải làm gì trước khi thay đổi bảo hiểm của mình?,Hãy gọi cho quản trị viên quyền lợi của quý vị để biết thêm thông tin trước khi thực hiện bất kỳ thay đổi nào.
Ai sẽ được thông báo khi tôi thay đổi bảo hiểm?,Chủ lao động hoặc công đoàn sẽ được thông báo.
Tôi có thể giữ bảo hiểm sức khỏe sau khi kết thúc việc làm không?,"Có, theo luật COBRA, quý vị có thể tạm thời giữ bảo hiểm sức khỏe của chủ lao động sau khi kết thúc việc làm."
Tôi có thể tham gia bảo hiểm COBRA nếu tôi bị mất bảo hiểm với tư cách là người phụ thuộc của nhân viên được bảo hiểm không?,"Có, quý vị có thể tham gia bảo hiểm COBRA sau khi bị mất bảo hiểm với tư cách là người phụ thuộc của nhân viên được bảo hiểm."
Tôi nên tham gia bảo hiểm COBRA hay bảo hiểm Medicare (Phần D) không?,"Quý vị nên tham khảo lý do tại sao nên tham gia Phần B thay vì, hoặc để bổ sung cho bảo hiểm COBRA (trang 18)."
"Nếu tôi chọn COBRA và đủ điều kiện nhận Medicare, thì COBRA có thể chi trả bao nhiêu phần trăm chi phí y tế?",COBRA chỉ có thể chi trả một phần nhỏ chi phí y tế của quý vị.
Tôi có thể tự chi trả bao nhiêu phần trăm chi phí y tế nếu tôi chọn COBRA và đủ điều kiện nhận Medicare?,Quý vị có thể phải tự chi trả phần lớn chi phí.
Tôi có thể liên hệ với Chương Trình Hỗ trợ Bảo hiểm Sức khỏe Tiểu bang (SHIP) để được hỗ trợ như thế nào?,Quý vị có thể liên hệ với Chương Trình Hỗ trợ Bảo hiểm Sức khỏe Tiểu bang (SHIP) miễn phí để được hỗ trợ cá nhân hóa về bảo hiểm Medicare.
"Tôi cần tìm số điện thoại của SHIP địa phương của mình, nơi nào?",Xem trang 114–117 hoặc truy cập shiphelp.org
"Tôi có thể nhận bảo hiểm thuốc Medicare (Phần D) mà không phải trả phí phạt khi bảo hiểm COBRA kết thúc, điều kiện nào?",Nếu quý vị có COBRA bao gồm bảo hiểm thuốc kê toa có uy tín
Tôi cần gọi điện cho ai để hỏi về Medicare và COBRA?,Trung tâm Điều phối Quyền lợi & Hỗ trợ Phục hồi theo số 1-855-798-2627
Tôi có thể mua bảo hiểm thuốc đi kèm với Medigap không?,"Không, các hợp đồng Medigap không còn được bán có bảo hiểm thuốc đi kèm nữa."
Tôi có thể giữ lại hợp đồng Medigap cũ đã được bán có bảo hiểm thuốc không?,"Có, nếu quý vị có một hợp đồng Medigap cũ đã được bán có bảo hiểm thuốc, quý vị có thể giữ lại hợp đồng."
Tôi có thể tham gia một chương trình thuốc Medicare riêng không?,"Có, hầu hết bảo hiểm thuốc có thể tham gia một chương trình thuốc Medicare riêng."
"Nếu tôi tham gia chương trình thuốc Medicare, có thể xảy ra tình huống gì?",Tôi có thể phải trả nhiều tiền hơn nếu tham gia vào một chương trình thuốc sau đó.
Tôi nên làm gì nếu tôi có bảo hiểm thuốc đáng tin cậy?,Hãy ghi lại thông tin của mình trong trường hợp tôi quyết định tham gia chương trình thuốc Medicare sau này.
Tôi có thể gỡ bỏ bảo hiểm thuốc không?,"Có, bạn có thể gỡ bỏ bảo hiểm thuốc bằng cách liên hệ với công ty bảo hiểm Medigap của mình."
Tôi có thể điều chỉnh phí bảo hiểm không?,"Có, bạn có thể điều chỉnh phí bảo hiểm bằng cách liên hệ với công ty bảo hiểm Medigap của mình."
Chương trình bảo hiểm sức khỏe nào dành cho nhân viên liên bang?,Chương trình Quyền lợi Sức khỏe Nhân viên Liên bang (FEHB) dành cho các nhân viên liên bang hiện tại và đã nghỉ hưu và các thành viên gia đình được đài thọ.
Tôi có cần mua bảo hiểm thuốc Medicare không?,"Không, vì quý vị là nhân viên liên bang hiện tại."
"Nếu tôi mua bảo hiểm thuốc Medicare, có thể giữ lại chương trình FEHB của mình không?","Có, nhưng sẽ có điều kiện cụ thể."
Tôi cần liên hệ với ai để biết thêm thông tin về bảo hiểm thuốc Medicare?,Văn phòng Quản lý Nhân sự theo số 1‑888‑767‑6738 hoặc truy cập OPM.gov/healthcare-insurance/healthcare.
"Tôi là nhân viên đương nhiệm của liên bang, làm thế nào để liên hệ với Cán bộ Quyền lợi của mình?",Quý vị có thể truy cập apps.opm.gov/abo để biết danh sách các Cán bộ Quyền lợi.
"Tôi là người dùng TTY, làm thế nào để liên hệ với chương trình?",Quý vị có thể gọi số 711.
"Tôi là nhân viên đủ điều kiện của U.S. hoặc gia đình họ, tôi có được bảo hiểm thông qua chương trình nào?",Quý vị nhận được bảo hiểm thông qua Chương trình Phúc lợi Sức khỏe Dịch vụ Bưu chính (PSHB).
Ai có thể nhận được bảo hiểm ma túy thông qua Chương trình Bộ Cựu chiến binh (VA)?,Các cựu chiến binh và những người đã từng phục vụ trong quân đội Hoa Kỳ.
Có thể tham gia vào chương trình thuốc Medicare riêng?,"Có, nhưng nếu làm vậy, quý vị sẽ không thể sử dụng cả hai loại hình bảo hiểm cho cùng một loại thuốc."
Bảo hiểm ma túy có thể được sử dụng ở đâu?,Quý vị có thể nhận được bảo hiểm ma túy thông qua Hoa Kỳ.
Tôi có thể tham gia chương trình thuốc Medicare riêng khi tham gia CHAMPVA không?,"Không, nếu tham gia CHAMPVA, bạn không thể tham gia chương trình thuốc Medicare riêng."
Tôi cần làm gì để biết thêm thông tin về CHAMPVA?,Hãy truy cập VA.gov hoặc gọi cho VA theo số 1‑800‑827‑1000.
Tôi có thể gọi cho VA bằng cách nào nếu tôi sử dụng thiết bị TTY?,Bạn có thể gọi cho VA bằng số 711.
Tôi có phải tham gia Chương trình Medicare riêng nếu tôi có TRICARE?,"Không, nếu quý vị có TRICARE, quý vị không cần tham gia vào một chương trình thuốc Medicare riêng."
"Nếu tôi tham gia Chương trình Medicare riêng, thì chương trình nào sẽ chi trả trước?","Nếu quý vị tham gia, chương trình thuốc Medicare của quý vị sẽ chi trả trước."
"Nếu tôi tham gia Chương trình Medicare Advantage có bảo hiểm thuốc, thì tôi có cần tham gia Chương trình Medicare riêng không?","Không, nếu quý vị tham gia một Chương trình Medicare Advantage có bảo hiểm thuốc, Chương trình Medicare của quý vị sẽ chi trả trước và TRICARE chi trả sau."
Trình Medicare Advantage và TRICARE có thể phối hợp quyền lợi của họ được không?,"Có, nếu nhà thuốc trong mạng lưới Medicare Advantage của quý vị cũng là một nhà thuốc trong mạng lưới TRICARE."
Tôi có thể nộp yêu cầu thanh toán của riêng mình để được chi trả cho các chi phí tự trả của bản thân được không?,"Có, nếu nhà thuốc trong mạng lưới Medicare Advantage của quý vị không phải là nhà thuốc trong mạng lưới TRICARE."
Tôi cần gọi cho ai để biết thêm thông tin về việc nộp yêu cầu thanh toán của riêng mình?,Chương trình Nhà thuốc TRICARE theo số 1-877-363-1303 hoặc truy cập tricare.mil
Chương trình Sức khỏe Thổ dân cung cấp dịch vụ chăm sóc sức khỏe cho cộng đồng nào?,cộng đồng những người Thổ dân Mỹ/Bản địa Alaska tham gia Medicare
Hệ thống chăm sóc sức khỏe Thổ dân bao gồm các chương trình sức khỏe nào?,"chương trình sức khỏe IHS của bộ lạc, đô thị và do liên bang điều hành"
Tôi cần làm gì để được chi trả chi phí thuốc kê toa?,Hãy nói chuyện với điều phối viên quyền lợi sức khỏe Thổ dân tại địa phương của quý vị.
Tôi có thể tham gia chương trình nào khác để giúp trang trải chi phí chăm sóc sức khỏe?,Quý vị có thể đủ điều kiện tham gia các chương trình khác có thể giúp trang trải chi phí chăm sóc sức khỏe của quý vị.
Điều phối viên quyền lợi sức khỏe Thổ dân có thể giúp tôi như thế nào?,Điều phối viên quyền lợi sức khỏe Thổ dân có thể giúp quý vị chọn được một chương trình đáp ứng nhu cầu của mình và cho quý vị biết Medicare hoạt động như thế nào cùng với hệ thống chăm sóc sức khỏe Thổ dân.
Tôi có thể được hỗ trợ thanh toán chi phí Medicare của mình không?,"Nếu quý vị có thu nhập và tài sản hạn chế, quý vị có thể được tiểu bang hỗ trợ để thanh toán một số chi phí Medicare của mình nếu quý vị đáp ứng các điều kiện nhất định."
